City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
199,Gazli,UZ,2020-08-19 18:13:39,40.13,63.45,73.15,20,0,10.33
200,Kilindoni,TZ,2020-08-19 18:13:39,-7.91,39.67,76.8,79,25,14.27
201,Tukrah,LY,2020-08-19 18:13:39,32.53,20.58,78.71,79,0,6.71
202,Hluti,SZ,2020-08-19 18:13:05,-27.22,31.62,52.0,60,0,3.91
203,Tonj,SS,2020-08-19 18:08:47,7.27,28.68,72.77,93,95,4.14
204,Thiers,FR,2020-08-19 18:13:41,45.83,3.5,86.0,37,43,3.36
205,Andenes,NO,2020-08-19 18:13:41,69.31,16.12,48.2,87,90,9.17
206,Porto Santo,PT,2020-08-19 18:13:42,33.07,-16.34,77.0,69,20,11.41
207,Normandin,CA,2020-08-19 18:13:42,48.83,-72.53,59.0,82,90,13.87
208,Caucaia,BR,2020-08-19 18:13:42,-3.74,-38.65,86.0,51,20,18.34
209,Jalu,LY,2020-08-19 18:13:42,29.03,21.55,88.39,18,0,5.61
210,Giyani,ZA,2020-08-19 18:13:43,-23.3,30.72,61.74,42,0,6.29
211,Faya,SA,2020-08-19 18:13:43,18.39,42.45,75.2,78,72,6.93
212,Garissa,KE,2020-08-19 18:12:57,-0.45,39.64,80.87,55,25,18.34
213,Aksarka,RU,2020-08-19 18:13:43,66.56,67.8,57.27,74,0,15.3
214,Mitu,CO,2020-08-19 18:13:44,1.2,-70.17,85.21,75,80,2.73
215,Ikalamavony,MG,2020-08-19 18:13:44,-21.15,46.58,66.24,55,0,4.61
216,Bilma,NE,2020-08-19 18:13:07,18.69,12.92,99.59,11,8,4.65
217,Road Town,VG,2020-08-19 18:13:45,18.42,-64.62,89.6,59,20,11.41
218,Longyearbyen,SJ,2020-08-19 18:13:47,78.22,15.64,46.4,70,75,5.82
219,Hamilton,US,2020-08-19 18:09:31,39.18,-84.53,80.01,50,40,9.17
220,Ilulissat,GL,2020-08-19 18:13:47,69.22,-51.1,55.4,35,40,5.82
221,Roald,NO,2020-08-19 18:13:47,62.58,6.13,61.0,93,75,4.7
222,Qurayyat,SA,2020-08-19 18:13:47,31.33,37.34,93.2,16,0,25.28
223,Chapais,CA,2020-08-19 18:13:48,49.78,-74.85,51.8,93,90,13.87
224,Luwingu,ZM,2020-08-19 18:13:48,-10.26,29.93,64.8,29,14,1.86
225,Gornopravdinsk,RU,2020-08-19 18:13:48,60.05,69.9,52.84,95,67,4.47
226,Riyadh,SA,2020-08-19 18:12:31,24.69,46.72,96.8,11,70,6.93
227,Conde,BR,2020-08-19 18:13:49,-7.26,-34.91,82.4,61,75,13.87
228,Acari,PE,2020-08-19 18:13:49,-15.43,-74.62,70.7,46,78,9.84
229,Geraldton,AU,2020-08-19 18:13:49,-28.77,114.6,50.0,87,99,2.24
230,Marsa Matruh,EG,2020-08-19 18:13:49,31.35,27.25,77.72,81,0,7.58
231,Mimongo,GA,2020-08-19 18:13:51,-1.62,11.61,74.14,80,76,3.8
